preamble,stimulus,item,true_category,category,rank,"score (sum, mean, [list)",params,model
A truck is a,toy.,truck,none,toy,28,"[-9.521352767944336, -9.479390144348145, -6.732170104980469, -6.34538459777832, -7.914101600646973, -11.876142501831055, -9.129491806030273, -9.871404647827148, -8.028815269470215, -9.184905052185059, -10.484624862670898, -8.40742301940918, -8.753435134887695, -10.422926902770996, -10.669538497924805, -9.743989944458008, -9.35605525970459, -10.645024299621582, -8.923503875732422, -10.179872512817383, -10.096921920776367, -9.606956481933594, -9.989767074584961, -7.238342761993408, -11.500468254089355, -9.886922836303711, -8.808355331420898, -8.663775444030762, -9.008487701416016, -10.190298080444336, -9.437721252441406, -10.205755233764648, -10.245611190795898, -10.236721992492676, -9.89863395690918, -8.663345336914062, -10.365304946899414, -8.719356536865234, -8.775699615478516, -8.498649597167969, -6.751396179199219, -11.429651260375977, -8.671547889709473, -8.80514144897461, -7.740146636962891, -8.767433166503906, -8.29313850402832, -12.214803695678711, -9.39593505859375, -8.757993698120117]",7241732096,mistralai_Mistral-7B-v0.1
A puzzle is a,toy.,puzzle,none,toy,29,"[-10.856075286865234, -8.549774169921875, -9.080757141113281, -9.442501068115234, -10.03631591796875, -10.989397048950195, -9.427169799804688, -10.318276405334473, -10.201513290405273, -12.310529708862305, -8.641328811645508, -8.717835426330566, -10.196998596191406, -8.894777297973633, -10.810928344726562, -10.184673309326172, -9.489337921142578, -12.553016662597656, -9.916358947753906, -8.030550003051758, -11.038572311401367, -12.970643997192383, -9.771272659301758, -10.652155876159668, -8.328019142150879, -10.582751274108887, -10.947153091430664, -10.896976470947266, -9.25173568725586, -9.340372085571289, -13.764992713928223, -10.911703109741211, -9.428942680358887, -10.652889251708984, -10.906723976135254, -8.061567306518555, -12.898465156555176, -11.471585273742676, -9.277864456176758, -8.59644603729248, -10.950698852539062, -10.421689987182617, -10.83581256866455, -8.548269271850586, -10.608814239501953, -8.791863441467285, -11.160978317260742, -9.562519073486328, -6.869240760803223, -8.727200508117676]",7241732096,mistralai_Mistral-7B-v0.1
A fire engine is a,toy.,fire engine,none,toy,30,"[-10.393899917602539, -9.660662651062012, -10.242356300354004, -10.505268096923828, -9.750164985656738, -10.44765567779541, -10.342029571533203, -10.676494598388672, -10.862130165100098, -10.205549240112305, -10.428725242614746, -9.828392028808594, -10.093944549560547, -10.618220329284668, -10.93409252166748, -10.595499992370605, -9.71777057647705, -10.35623550415039, -9.987361907958984, -10.502229690551758, -9.951528549194336, -10.608743667602539, -10.111995697021484, -10.277459144592285, -10.051633834838867, -10.665268898010254, -10.827167510986328, -10.13328742980957, -10.453817367553711, -10.383124351501465, -10.461763381958008, -9.477514266967773, -10.307180404663086, -9.714225769042969, -10.456022262573242, -10.59759521484375, -10.435104370117188, -10.097821235656738, -10.98551082611084, -9.640235900878906, -10.636104583740234, -10.02298355102539, -10.175331115722656, -10.129456520080566, -10.953205108642578, -10.68795108795166, -9.89693832397461, -10.114502906799316, -10.39175796508789, -10.38258171081543]",7241732096,mistralai_Mistral-7B-v0.1
A balloon is a,toy.,balloon,none,toy,31,"[-10.670621871948242, -10.412820816040039, -10.742040634155273, -10.667479515075684, -10.439725875854492, -9.985225677490234, -9.753101348876953, -9.600522994995117, -10.532590866088867, -10.291326522827148, -10.619894027709961, -10.433680534362793, -9.844451904296875, -8.960933685302734, -10.495786666870117, -10.661432266235352, -9.569979667663574, -9.719829559326172, -10.663058280944824, -10.205284118652344, -10.04722785949707, -10.10881233215332, -9.509260177612305, -10.105663299560547, -10.154573440551758, -10.65725040435791, -10.665858268737793, -9.813737869262695, -8.75624942779541, -10.045967102050781, -9.251605987548828, -9.950450897216797, -10.1695556640625, -10.455358505249023, -10.418656349182129, -10.107542037963867, -10.192329406738281, -9.872846603393555, -9.97887134552002, -11.154987335205078, -10.603897094726562, -10.29454231262207, -10.477422714233398, -10.28659725189209, -9.823007583618164, -10.588024139404297, -10.927572250366211, -10.576658248901367, -10.880556106567383, -10.066646575927734]",7241732096,mistralai_Mistral-7B-v0.1
Skates are,toys.,skates,none,toy,32,"[-9.88099193572998, -8.861361503601074, -8.719736099243164, -9.951191902160645, -11.21555233001709, -9.048556327819824, -7.307046413421631, -9.647403717041016, -10.649162292480469, -7.72072696685791, -9.257698059082031, -7.23194694519043, -7.719381332397461, -8.73668098449707, -8.251174926757812, -13.869804382324219, -8.251703262329102, -8.743447303771973, -9.817354202270508, -8.996901512145996, -8.710210800170898, -10.118714332580566, -11.135120391845703, -9.933897018432617, -8.479499816894531, -9.458061218261719, -10.015624046325684, -7.5627946853637695, -8.270284652709961, -9.27672004699707, -10.390128135681152, -8.449176788330078, -8.275428771972656, -7.444952011108398, -8.804557800292969, -9.515732765197754, -10.394176483154297, -9.291316032409668, -8.778048515319824, -7.159501075744629, -10.271102905273438, -8.426375389099121, -10.906654357910156, -9.22449016571045, -11.876323699951172, -8.582348823547363, -9.57352352142334, -6.437514305114746, -7.648935794830322, -9.08364486694336]",7241732096,mistralai_Mistral-7B-v0.1
A baseball is a,toy.,baseball,none,toy,33,"[-8.52102279663086, -11.553961753845215, -10.516000747680664, -7.51867151260376, -10.613381385803223, -9.960857391357422, -7.475651264190674, -11.70970344543457, -12.036130905151367, -12.45213794708252, -10.94613265991211, -10.435806274414062, -9.337122917175293, -12.303943634033203, -9.44866943359375, -8.301860809326172, -11.306390762329102, -9.361101150512695, -10.08951187133789, -7.22664737701416, -11.435934066772461, -10.194719314575195, -10.77316665649414, -8.5928316116333, -9.88403034210205, -10.17984676361084, -9.613218307495117, -12.677276611328125, -11.050793647766113, -8.986907958984375, -10.911880493164062, -9.975221633911133, -11.28812313079834, -13.099507331848145, -9.149957656860352, -9.643241882324219, -10.862820625305176, -9.853031158447266, -9.446192741394043, -11.16734504699707, -10.807141304016113, -11.4059476852417, -9.784854888916016, -11.177999496459961, -9.829628944396973, -11.136344909667969, -9.526512145996094, -9.899730682373047, -11.386979103088379, -10.173730850219727]",7241732096,mistralai_Mistral-7B-v0.1
A drum is a,toy.,drum,none,toy,34,"[-10.199563980102539, -10.198591232299805, -9.541412353515625, -12.165287971496582, -9.029035568237305, -9.851606369018555, -10.491744041442871, -10.765531539916992, -9.678108215332031, -9.461681365966797, -9.499046325683594, -8.682720184326172, -9.890027046203613, -10.446477890014648, -12.005241394042969, -11.696207046508789, -9.607474327087402, -10.36143684387207, -10.327122688293457, -10.198699951171875, -10.989946365356445, -9.274160385131836, -9.453187942504883, -9.761466979980469, -8.540433883666992, -9.079032897949219, -7.966928482055664, -8.366958618164062, -10.242388725280762, -11.469560623168945, -9.861187934875488, -10.601951599121094, -7.889274597167969, -11.058029174804688, -10.339508056640625, -10.460861206054688, -9.366266250610352, -11.083719253540039, -9.367666244506836, -9.609729766845703, -9.596992492675781, -10.284120559692383, -9.128433227539062, -8.322286605834961, -10.944204330444336, -13.329473495483398, -9.282322883605957, -7.528088569641113, -9.40135383605957, -9.350767135620117]",7241732096,mistralai_Mistral-7B-v0.1
A football is a,toy.,football,none,toy,35,"[-11.146892547607422, -9.670000076293945, -11.136688232421875, -11.350737571716309, -9.426204681396484, -10.58087158203125, -11.343536376953125, -11.186726570129395, -8.942584037780762, -8.749417304992676, -10.625490188598633, -9.313250541687012, -12.736007690429688, -10.664042472839355, -9.730277061462402, -11.741267204284668, -9.858953475952148, -12.06408405303955, -9.817514419555664, -8.713348388671875, -12.32294750213623, -10.474684715270996, -10.858010292053223, -10.832841873168945, -8.585399627685547, -9.654797554016113, -9.834346771240234, -11.528936386108398, -9.701688766479492, -10.601938247680664, -12.960466384887695, -8.991094589233398, -9.139748573303223, -8.713400840759277, -9.539976119995117, -13.471853256225586, -10.100083351135254, -13.321369171142578, -9.14997673034668, -11.1435546875, -12.728667259216309, -9.405974388122559, -12.474183082580566, -9.046043395996094, -12.772737503051758, -11.02386474609375, -10.471199035644531, -8.994705200195312, -10.805341720581055, -10.717971801757812]",7241732096,mistralai_Mistral-7B-v0.1
A game is a,toy.,game,none,toy,36,"[-7.259912014007568, -13.370169639587402, -9.373602867126465, -12.146998405456543, -9.651641845703125, -8.788623809814453, -10.291765213012695, -9.489986419677734, -11.248529434204102, -10.039932250976562, -10.486610412597656, -7.0222978591918945, -10.32614803314209, -10.834528923034668, -9.513229370117188, -10.482547760009766, -6.777763366699219, -8.64283275604248, -8.235517501831055, -7.256896495819092, -8.064863204956055, -14.022958755493164, -10.977012634277344, -11.88893985748291, -11.155759811401367, -10.564743041992188, -8.932392120361328, -11.014875411987305, -10.446863174438477, -10.484277725219727, -9.97266674041748, -11.90121078491211, -9.764342308044434, -10.722203254699707, -10.3460693359375, -9.615547180175781, -9.85425090789795, -7.35942268371582, -8.810005187988281, -12.45878791809082, -7.669394493103027, -8.027464866638184, -10.43787956237793, -10.934231758117676, -9.509713172912598, -8.952009201049805, -10.488553047180176, -11.674406051635742, -11.024795532226562, -12.412164688110352]",7241732096,mistralai_Mistral-7B-v0.1
A swing is a,toy.,swing,none,toy,37,"[-9.877618789672852, -10.273370742797852, -10.069358825683594, -10.260120391845703, -8.697423934936523, -11.372404098510742, -10.073694229125977, -8.515016555786133, -8.982524871826172, -9.292362213134766, -10.955896377563477, -8.32695198059082, -10.78588581085205, -8.545587539672852, -12.439811706542969, -9.633408546447754, -8.961477279663086, -11.807981491088867, -9.422843933105469, -10.450953483581543, -12.351648330688477, -7.725339889526367, -10.221720695495605, -10.067242622375488, -10.748414993286133, -8.39444351196289, -9.999500274658203, -8.497185707092285, -8.85161018371582, -11.902891159057617, -9.701108932495117, -9.729537010192871, -11.085684776306152, -8.150446891784668, -9.647774696350098, -9.718570709228516, -8.469655990600586, -9.807453155517578, -11.50286865234375, -12.09932804107666, -11.125727653503418, -11.405444145202637, -9.212231636047363, -10.393994331359863, -9.323039054870605, -11.565851211547852, -8.944777488708496, -8.68411636352539, -11.2686128616333, -9.074882507324219]",7241732096,mistralai_Mistral-7B-v0.1
A boat is a,toy.,boat,none,toy,38,"[-10.79861068725586, -9.613788604736328, -10.611152648925781, -10.342550277709961, -9.359236717224121, -11.0087308883667, -11.035600662231445, -10.099224090576172, -9.998531341552734, -9.957418441772461, -11.221883773803711, -10.128961563110352, -10.931068420410156, -11.577155113220215, -8.83875846862793, -12.051097869873047, -11.68777084350586, -10.775260925292969, -10.91084098815918, -10.606087684631348, -8.349996566772461, -8.396302223205566, -11.751921653747559, -9.287175178527832, -12.746999740600586, -11.530237197875977, -12.336369514465332, -9.392781257629395, -10.060606002807617, -7.945634841918945, -8.322467803955078, -6.8159003257751465, -11.378416061401367, -7.367659091949463, -9.516087532043457, -8.882421493530273, -9.195295333862305, -10.44359016418457, -10.535783767700195, -11.034858703613281, -8.934350967407227, -11.118698120117188, -9.146795272827148, -10.177661895751953, -10.092517852783203, -12.452444076538086, -10.7776460647583, -10.041557312011719, -8.60714340209961, -10.854541778564453]",7241732096,mistralai_Mistral-7B-v0.1
A monopoly is a,toy.,monopoly,none,toy,39,"[-14.083571434020996, -12.534791946411133, -13.42454719543457, -14.583459854125977, -13.85740852355957, -14.56948184967041, -14.75408935546875, -14.920076370239258, -13.742080688476562, -13.910441398620605, -13.461444854736328, -13.754422187805176, -13.098758697509766, -13.805512428283691, -13.157304763793945, -13.197022438049316, -14.310030937194824, -13.916744232177734, -6.147047996520996, -14.004351615905762, -10.591073989868164, -13.427417755126953, -13.165246963500977, -13.110738754272461, -13.339409828186035, -13.73870849609375, -13.984222412109375, -13.4172945022583, -13.769548416137695, -8.97823715209961, -13.549506187438965, -13.733015060424805, -13.329484939575195, -15.291703224182129, -13.602401733398438, -12.223125457763672, -13.806825637817383, -9.172348022460938, -14.31974983215332, -13.326033592224121, -13.860040664672852, -13.578489303588867, -13.775097846984863, -13.803421020507812, -13.518092155456543, -14.968315124511719, -12.296197891235352, -13.868539810180664, -14.247695922851562, -14.901113510131836]",7241732096,mistralai_Mistral-7B-v0.1
A sled is a,toy.,sled,none,toy,40,"[-10.350940704345703, -10.572976112365723, -9.781248092651367, -9.177627563476562, -9.497600555419922, -10.831295013427734, -10.125800132751465, -10.096048355102539, -10.690511703491211, -10.101194381713867, -10.614036560058594, -10.19725227355957, -10.060500144958496, -9.771794319152832, -10.597602844238281, -10.38540267944336, -10.755420684814453, -10.252610206604004, -10.273962020874023, -10.348621368408203, -10.615435600280762, -9.909262657165527, -10.405571937561035, -10.549491882324219, -10.692789077758789, -9.90662670135498, -10.622237205505371, -10.493560791015625, -10.405503273010254, -10.228601455688477, -9.930152893066406, -9.504141807556152, -10.550345420837402, -10.3687162399292, -9.848942756652832, -10.296606063842773, -10.149742126464844, -9.379728317260742, -9.842597961425781, -9.335166931152344, -10.557214736938477, -10.505477905273438, -10.566679000854492, -10.069820404052734, -10.29299545288086, -9.68582534790039, -10.348701477050781, -11.626131057739258, -10.045157432556152, -10.377935409545898]",7241732096,mistralai_Mistral-7B-v0.1
A seesaw is a,toy.,seesaw,none,toy,41,"[-10.130205154418945, -10.660764694213867, -10.506174087524414, -10.86119556427002, -10.737220764160156, -10.248823165893555, -10.482277870178223, -10.554703712463379, -10.35334587097168, -10.403633117675781, -9.698568344116211, -9.454687118530273, -9.152212142944336, -10.344624519348145, -10.56399154663086, -10.60609245300293, -10.664189338684082, -9.866264343261719, -10.556600570678711, -10.396514892578125, -9.603551864624023, -10.313616752624512, -10.511693954467773, -9.33292007446289, -10.523151397705078, -10.16634750366211, -10.061542510986328, -9.517651557922363, -9.55235481262207, -10.7694673538208, -10.010111808776855, -10.124754905700684, -10.170830726623535, -10.913536071777344, -10.8468656539917, -9.775297164916992, -9.596748352050781, -9.884151458740234, -9.940916061401367, -10.648865699768066, -10.163779258728027, -9.690787315368652, -10.735275268554688, -10.58732795715332, -10.344337463378906, -9.47690486907959, -10.128265380859375, -9.746413230895996, -9.683904647827148, -10.12324333190918]",7241732096,mistralai_Mistral-7B-v0.1
